업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
개울건너 펜션,민박,내국인+외국인,,경기도 양평군 서종면 도장계곡길 8-9,경기도 양평군 서종면 도장리 97-3번지,031-774-7311,2,,,,,,37.6028655367,127.3928159335,2021-06-24
물레울 유원지 민박,민박,내국인+외국인,,경기도 양평군 단월면 석산로 1384,경기도 양평군 단월면 석산리 230-1번지,,3,,,,,,37.6399602160,127.6024314971,2021-06-24
자라바위 펜션,민박,내국인+외국인,,경기도 양평군 단월면 단월로 78,경기도 양평군 단월면 덕수리 241번지,031-773-0732,6,,,,,,37.5428157282,127.6760931665,2021-06-24
맑은물,민박,내국인+외국인,,경기도 양평군 용문면 월성1길 6,경기도 양평군 용문면 삼성리 710-7번지,,1,,,,,,37.4742817564,127.5639106321,2021-06-24
기러기민박,민박,내국인+외국인,,경기도 양평군 용문면 망능길 248,경기도 양평군 용문면 망능리 159번지,,2,,,,,,37.5476194113,127.6355311861,2021-06-24
양평로그캠프,민박,내국인+외국인,,경기도 양평군 용문면 연수로 293,경기도 양평군 용문면 연수리 41-2번지,,2,,,,,,37.5031843180,127.5714477339,2021-06-24
느티나무민박,민박,내국인+외국인,,경기도 양평군 용문면 연수로 477,경기도 양평군 용문면 연수리 661-3번지,,2,,,,,,37.5159716754,127.5607211377,2021-06-24
레드클로버,민박,내국인+외국인,,경기도 양평군 용문면 중원산로 546-8,경기도 양평군 용문면 중원리 588-4번지,031-771-9275,6,,,,,,37.5480952056,127.6206905506,2021-06-24
중말민박,민박,내국인+외국인,,경기도 양평군 용문면 연수로 487,경기도 양평군 용문면 연수리 662번지,031-773-4111,1,,,,,,37.5167381010,127.5602012221,2021-06-24
여명,민박,내국인+외국인,,경기도 양평군 용문면 용문산로 620-4,경기도 양평군 용문면 신점리 369-5번지,,5,,,,,,37.5442858509,127.5858975217,2021-06-24
용문산장 펜션,민박,내국인+외국인,,경기도 양평군 용문면 조계골길 64,경기도 양평군 용문면 신점리 442-1번지,031-774-4820,3,,,,,,37.5482251328,127.5854265696,2021-06-24
세월산장,민박,내국인+외국인,,경기도 양평군 강상면 다래길114번길 3,경기도 양평군 강상면 세월리 597번지,,3,,,,,,37.4459580239,127.4790512267,2021-06-24
구름에 달가듯이,민박,내국인+외국인,,경기도 양평군 강상면 독배길 34,경기도 양평군 강상면 병산리 174번지,031-774-3020,1,,,,,,37.4926117558,127.4729068975,2021-06-24
돌기와 토담집,민박,내국인+외국인,,경기도 양평군 양서면 신원3길33번길 22,경기도 양평군 양서면 신원리 735-2번지,031-773-9874,2,,,,,,37.5336975568,127.3681386519,2021-06-24
고을,민박,내국인+외국인,,경기도 양평군 청운면 갈운리 1381번지,경기도 양평군 청운면 갈운리 1381번지,031-775-0846,6,,,,,,37.5167177101,127.7567714091,2021-06-24
아들바위산장,민박,내국인+외국인,,경기도 양평군 청운면 신론새터길 95,경기도 양평군 청운면 신론리 176-2번지,,3,,,,,,37.5623550591,127.7946897469,2021-06-24
숲속의 아침,민박,내국인+외국인,,,경기도 양평군 청운면 다대리 481번지,031-774-1876,6,,,,,,37.5787436754,127.7151189320,2021-06-24
용목민박,민박,내국인+외국인,,,경기도 양평군 단월면 향소리 912번지,031-773-0502,6,,,,,,37.58096279,127.6419608,2021-06-24
물소리,민박,내국인+외국인,,경기도 양평군 양평읍 삼산길 130-14,경기도 양평군 양평읍 백안리 16번지,,3,,,,,,37.5085746886,127.5282417252,2021-06-24
배로농원,민박,내국인+외국인,,경기도 양평군 양서면 골용진길39번길 5,경기도 양평군 양서면 양수리 361-2번지,031-772-6866,2,,,,,,37.55589087,127.3276010436,2021-06-24
솔베르크,민박,내국인+외국인,,경기도 양평군 옥천면 용천로 368,경기도 양평군 옥천면 용천리 148-1번지,,3,,,,,,37.5516361166,127.5018114370,2021-06-24
브리즈 펜션,민박,내국인+외국인,,경기도 양평군 옥천면 양현길 49-2,경기도 양평군 옥천면 신복리 54번지,031-774-3429,3,,,,,,37.5888637316,127.4581697001,2021-06-24
쏠민박,민박,내국인+외국인,,경기도 양평군 옥천면 용천로 391-2,경기도 양평군 옥천면 용천리 148-95번지,,5,,,,,,37.5540247228,127.5013699505,2021-06-24
썬문시티 펜션,민박,내국인+외국인,,경기도 양평군 서종면 화서로200번길 12-2,경기도 양평군 서종면 수입리 291번지,031-774-8430,6,,,,,,37.63774622,127.3973850933,2021-06-24
물소리 새소리,민박,내국인+외국인,,경기도 양평군 서종면 무드리2길 57-1,경기도 양평군 서종면 수입리 695-1번지,031-774-5011,4,,,,,,37.6474661676,127.3764056321,2021-06-24
내친구의집 펜션,민박,내국인+외국인,,경기도 양평군 서종면 황순원로 322,경기도 양평군 서종면 수능리 159-3번지,031-772-6799,3,,,,,,37.5913600641,127.3882562079,2021-06-24
연수캠프,민박,내국인+외국인,,경기도 양평군 용문면 연수로252번길 12-4,경기도 양평군 용문면 연수리 16번지,031-773-4120,2,,,,,,37.5025507633,127.5756219482,2021-06-24
그린토피아,민박,내국인+외국인,,경기도 양평군 양서면 골용진길19번길 2-6,경기도 양평군 양서면 양수리 359번지,031-774-4929,2,,,,,,37.5573074964,127.3286280940,2021-06-24
기분좋은 팬션,민박,내국인+외국인,,경기도 양평군 용문면 용문산로 340-8,경기도 양평군 용문면 조현리 452-1번지,031-771-7058,3,,,,,,37.5254150574,127.6037346119,2021-06-24
우정민박,민박,내국인+외국인,,경기도 양평군 용문면 조계골길 127-6,경기도 양평군 용문면 신점리 482번지,031-771-4145,5,,,,,,37.5523282251,127.5814457749,2021-06-24
소리산 소금강,민박,내국인+외국인,,경기도 양평군 단월면 석산로 1206,경기도 양평군 단월면 석산리 647-1번지,031-773-7898,5,,,,,,37.6280630795,127.6116741187,2021-06-24
달봉지 민박,민박,내국인+외국인,,경기도 양평군 단월면 물레골길 8,경기도 양평군 단월면 석산리 214-2번지,031-773-7657,3,,,,,,37.6415812262,127.6040432812,2021-06-24
우리들 산장,민박,내국인+외국인,,경기도 양평군 강하면 지리골길 54,경기도 양평군 강하면 성덕리 359번지,,1,,,,,,37.4519858057,127.4139707674,2021-06-24
용천 노블레스,민박,내국인+외국인,,경기도 양평군 옥천면 용천로 742-43,경기도 양평군 옥천면 용천리 128번지,,3,,,,,,37.5673713837,127.5240515040,2021-06-24
풍경속선물,민박,내국인+외국인,,경기도 양평군 양평읍 덕바위길 91,경기도 양평군 양평읍 오빈리 258-11번지,,4,,,,,,37.5066455159,127.4707294446,2021-06-24
청산,민박,내국인+외국인,,경기도 양평군 옥천면 마유산로 953,경기도 양평군 옥천면 신복리 177번지,031-773-0756,4,,,,,,37.5613396415,127.4688284834,2021-06-24
다울펜션,민박,내국인+외국인,,경기도 양평군 강하면 전의1길 36,경기도 양평군 강하면 전수리 424-1번지,,3,,,,,,37.5018794069,127.4320608394,2021-06-24
세잔느와,민박,내국인+외국인,,경기도 양평군 용문면 망능길 17,경기도 양평군 용문면 중원리 102-6번지,031-774-7485,2,,,,,,37.5338598076,127.6235198923,2021-06-24
펜션크레용,민박,내국인+외국인,,경기도 양평군 용문면 중원산로576번길 83,경기도 양평군 용문면 중원리 660번지,,5,,,,,,37.5555086791,127.6252086088,2021-06-24
아라진,민박,내국인+외국인,,경기도 양평군 용문면 벌터골길 16,경기도 양평군 용문면 덕촌리 227-3번지,031-775-5320,4,,,,,,37.5145599656,127.5962512362,2021-06-24
마루펜션,민박,내국인+외국인,,경기도 양평군 서종면 소유곡길 30,경기도 양평군 서종면 명달리 64번지,,4,,,,,,37.6187944222,127.4500282786,2021-06-24
든해솔,민박,내국인+외국인,,경기도 양평군 양평읍 덕평벌말길 71,경기도 양평군 양평읍 덕평리 358-2번지,,3,,,,,,37.5031061725,127.4880751209,2021-06-24
여울민박,민박,내국인+외국인,,경기도 양평군 용문면 상원사길 30-10,경기도 양평군 용문면 연수리 212-1번지,031-774-7482,2,,,,,,37.5312417140,127.5588433748,2021-06-24
오즈펜션,민박,내국인+외국인,,경기도 양평군 서종면 벌마당길68번길 7,경기도 양평군 서종면 도장리 126-3번지,031-773-9902,4,,,,,,37.6025969858,127.3852032303,2021-06-24
외갓집 영농조합 법인,민박,내국인+외국인,,경기도 양평군 청운면 고론길 31,경기도 양평군 청운면 신론리 284-6번지,,6,,,,,,37.5624754365,127.7746713483,2021-06-24
맑은 숲,민박,내국인+외국인,,경기도 양평군 단월면 통골길 28-11,경기도 양평군 단월면 명성리 78-16번지,,4,,,,,,37.6041018267,127.6800668073,2021-06-24
자연이야기,민박,내국인+외국인,,경기도 양평군 서종면 화서로 1400,경기도 양평군 서종면 정배리 388-7번지,,4,,,,,,37.6119193279,127.4210496690,2021-06-24
종자골 산내음펜션,민박,내국인+외국인,,경기도 양평군 강하면 종자골길 100-129,경기도 양평군 강하면 성덕리 73-1번지,,3,,,,,,37.4668754291,127.4417839062,2021-06-24
처갓집펜션,민박,내국인+외국인,,경기도 양평군 강하면 전의1길 43-9,경기도 양평군 강하면 전수리 451번지,,3,,,,,,37.5014927835,127.4337582463,2021-06-24
벨리즈,민박,내국인+외국인,,경기도 양평군 서종면 해학골길 16-16,경기도 양평군 서종면 정배리 586-3번지,,3,,,,,,37.5999923208,127.4058366247,2021-06-24
파밀리아 힐,민박,내국인+외국인,,경기도 양평군 단월면 명성길 260-18,경기도 양평군 단월면 명성리 647번지,,6,,,,,,37.6140093816,127.6308586877,2021-06-24
퍼스트민박,민박,내국인+외국인,,경기도 양평군 강상면 웃서라우길10번길 6,경기도 양평군 강상면 교평리 27-17번지,,3,,,,,,37.4621844274,127.4934867451,2021-06-24
용문산골 민박,민박,내국인+외국인,,경기도 양평군 용문면 은행나무길 212-24,경기도 양평군 용문면 오촌리 370번지,031-771-9897,6,,,,,,37.5268329823,127.5764499985,2021-06-24
더 파인트리,민박,내국인+외국인,,경기도 양평군 단월면 통골길 87,경기도 양평군 단월면 명성리 86번지,,4,,,,,,37.6000743585,127.6790375255,2021-06-24
청기와,민박,내국인+외국인,,경기도 양평군 지평면 다루네길 97,경기도 양평군 지평면 월산리 1232번지,,2,,,,,,37.5019345155,127.6463210985,2021-06-24
거농,민박,내국인+외국인,,경기도 양평군 청운면 상고론길18번길 1,경기도 양평군 청운면 신론리 330번지,031-774-2801,2,,,,,,37.5619011816,127.7774093593,2021-06-24
엔토,민박,내국인+외국인,,경기도 양평군 용문면 상원사길 58,경기도 양평군 용문면 연수리 216번지,,5,,,,,,37.5338199491,127.5581549662,2021-06-24
양지펜션,민박,내국인+외국인,,경기도 양평군 서종면 황순원로 325-8,경기도 양평군 서종면 수능리 175-4번지,,4,,,,,,37.5912892032,127.3895816063,2021-06-24
시계꽃,민박,내국인+외국인,,경기도 양평군 서종면 화서1로 11,경기도 양평군 서종면 수입리 178-2번지,,5,,,,,,37.6399252281,127.4099234012,2021-06-24
고북벨리,민박,내국인+외국인,,경기도 양평군 단월면 윗고북길 1-4,경기도 양평군 단월면 산음리 841번지,,7,,,,,,37.5899284650,127.5863788128,2021-06-24
포휴하우스,민박,내국인+외국인,,경기도 양평군 서종면 노문길 204,경기도 양평군 서종면 노문리 654번지,,4,,,,,,37.6248283277,127.4236197998,2021-06-24
자연향기 펜션,민박,내국인+외국인,,경기도 양평군 서종면 바치울길 151-12,경기도 양평군 서종면 수입리 609-6번지,,2,,,,,,37.6340688712,127.3819700413,2021-06-24
푸른솔리조트펜션,민박,내국인+외국인,,경기도 양평군 용문면 중원산로576번길 31,경기도 양평군 용문면 중원리 639-3번지,,3,,,,,,37.5527477599,127.6191696571,2021-06-24
큐,민박,내국인+외국인,,경기도 양평군 서종면 내수입길162번길 27,경기도 양평군 서종면 수입리 552번지,,4,,,,,,37.6352341731,127.3845636735,2021-06-24
향촌민박,민박,내국인+외국인,,경기도 양평군 단월면 소정들길 21,경기도 양평군 단월면 향소리 17-1번지,031-773-0581,5,,,,,,37.5528881089,127.6669917624,2021-06-24
별과풍차,민박,내국인+외국인,,경기도 양평군 청운면 제비산길 54,경기도 양평군 청운면 갈운리 1177번지,,6,,,,,,37.5284868966,127.7495683801,2021-06-24
까르르,민박,내국인+외국인,,경기도 양평군 단월면 용문로 932,경기도 양평군 단월면 봉상리 403번지,,4,,,,,,37.5147954776,127.6401338786,2021-06-24
이솝이야기,민박,내국인+외국인,,경기도 양평군 용문면 상망길 110-47,경기도 양평군 용문면 망능리 59-1번지,,4,,,,,,37.5352675949,127.6382819366,2021-06-24
솔까치펜션,민박,내국인+외국인,,경기도 양평군 용문면 중원산로 546-4,경기도 양평군 용문면 중원리 588-12번지,,4,,,,,,37.5476266501,127.6205426264,2021-06-24
포레스트,민박,내국인+외국인,,경기도 양평군 단월면 석산로 777,경기도 양평군 단월면 산음리 604-3번지,,4,,,,,,37.5959494827,127.6101081577,2021-06-24
잔치마당,민박,내국인+외국인,,경기도 양평군 용문면 상망길 130-11,경기도 양평군 용문면 망능리 61번지,,2,,,,,,37.5355466578,127.6385880607,2021-06-24
더 해밀,민박,내국인+외국인,,경기도 양평군 서종면 대추나무골길8번길 99,경기도 양평군 서종면 서후리 449번지,,3,,,,,,37.5889231606,127.4171095397,2021-06-24
로엘,민박,내국인+외국인,,경기도 양평군 청운면 하고론길 79,경기도 양평군 청운면 신론리 415번지,,5,,,,,,37.5732116425,127.7663306293,2021-06-24
별이머문자리,민박,내국인+외국인,,경기도 양평군 용문면 용문산로 553-6,경기도 양평군 용문면 오촌리 153번지,,2,,,,,,37.5393539920,127.5878274859,2021-06-24
산과여울,민박,내국인+외국인,,경기도 양평군 청운면 경강로 4486,경기도 양평군 청운면 용두리 101-1번지,031-773-9786,3,,,,,,37.5466121609,127.7324216311,2021-06-24
가자펜션,민박,내국인+외국인,,경기도 양평군 서종면 서정로 260,경기도 양평군 서종면 정배리 249-2번지,,2,,,,,,37.5913783150,127.4222154303,2021-06-24
라온누리,민박,내국인+외국인,,경기도 양평군 용문면 은행나무길 8-5,경기도 양평군 용문면 연수리 181번지,,3,,,,,,37.5278074356,127.5590217599,2021-06-24
황토와풍경,민박,내국인+외국인,,경기도 양평군 서종면 약수터길 41-7,경기도 양평군 서종면 명달리 262-8번지,,3,,,,,,37.6168820907,127.4466642003,2021-06-24
가빈,민박,내국인+외국인,,경기도 양평군 청운면 다대송산길 169,경기도 양평군 청운면 다대리 485번지,,7,,,,,,37.5804640481,127.7149834224,2021-06-24
강가에아침,민박,내국인+외국인,,경기도 양평군 강상면 독배길 63,경기도 양평군 강상면 병산리 182-19번지,,1,,,,,,37.4947477239,127.4717409184,2021-06-24
외똔집,민박,내국인+외국인,,경기도 양평군 단월면 봉상길 97-20,경기도 양평군 단월면 봉상리 281번지,,5,,,,,,37.5209961034,127.6618734360,2021-06-24
작은외똔집,민박,내국인+외국인,,경기도 양평군 단월면 봉상길 97-18,경기도 양평군 단월면 봉상리 281-4번지,,3,,,,,,37.5208431513,127.6616694064,2021-06-24
펜션 아나앤지나,민박,내국인+외국인,,경기도 양평군 서종면 화서로 675-11,경기도 양평군 서종면 노문리 397-7번지,,3,,,,,,37.6405353423,127.4327622101,2021-06-24
하늘빛펜션,민박,내국인+외국인,,경기도 양평군 청운면 몰운고갯길 178,경기도 양평군 청운면 갈운리 1435번지,,4,,,,,,37.5272509153,127.7543176431,2021-06-24
용문산야생화마을,민박,내국인+외국인,,경기도 양평군 용문면 학골길9번길 52,경기도 양평군 용문면 연수리 594-3번지,,5,,,,,,37.5067425129,127.5591183166,2021-06-24
숲속에북앤허브,민박,내국인+외국인,,경기도 양평군 강하면 성덕큰골길 33-39,경기도 양평군 강하면 성덕리 300-1번지,,6,,,,,,37.4577502979,127.4207145132,2021-06-24
하루,민박,내국인+외국인,,경기도 양평군 단월면 물레골길 58-21,경기도 양평군 단월면 석산리 100-31번지,,5,,,,,,37.6443439716,127.6088986594,2021-06-24
라빈,민박,내국인+외국인,,경기도 양평군 서종면 화서로 778-7,경기도 양평군 서종면 명달리 181-9번지,,6,,,,,,37.6366088313,127.4389315351,2021-06-24
의룡계곡펜션,민박,내국인+외국인,,경기도 양평군 서종면 화서1로 4-1,경기도 양평군 서종면 수입리 283-2번지,031-771-8421,4,,,,,,37.6389318461,127.4074650103,2021-06-24
세레나데샵,민박,내국인+외국인,,경기도 양평군 서종면 도장계곡길 51,경기도 양평군 서종면 도장리 94-3번지,,1,,,,,,37.6025086402,127.3969062102,2021-06-24
양평펜션베네,민박,내국인+외국인,,경기도 양평군 단월면 명성길 303,경기도 양평군 단월면 명성리 674-3번지,,4,,,,,,37.6119424554,127.6333930791,2021-06-24
도토리골,민박,내국인+외국인,,경기도 양평군 단월면 곱다니길 170,경기도 양평군 단월면 봉상리 546-4번지,,4,,,,,,37.5061766099,127.6626560696,2021-06-24
황토건강마을,민박,내국인+외국인,,경기도 양평군 서종면 가마봉1길 27,경기도 양평군 서종면 명달리 423-3번지,,4,,,,,,37.6179221440,127.4356154111,2021-06-24
림,민박,내국인+외국인,,경기도 양평군 서종면 도장계곡길 27,경기도 양평군 서종면 도장리 95-14번지,,3,,,,,,37.6016691196,127.3954686034,2021-06-24
풀빌라림,민박,내국인+외국인,,경기도 양평군 서종면 도장계곡길 31,경기도 양평군 서종면 도장리 95-23번지,,3,,,,,,37.6017686785,127.3959329480,2021-06-24
태백산민박,민박,내국인+외국인,,경기도 양평군 용문면 용문산로636번길 8,경기도 양평군 용문면 신점리 383-4번지,,5,,,,,,37.5457650840,127.5845068102,2021-06-24
집단가출,민박,내국인+외국인,,경기도 양평군 단월면 대왕터길 57,경기도 양평군 단월면 부안리 74-4번지,,2,,,,,,37.5782025629,127.6702306892,2021-06-24
스윗트리펜션,민박,내국인+외국인,,경기도 양평군 단월면 분지울1길 98,경기도 양평군 단월면 명성리 94번지,,4,,,,,,37.6072800161,127.6703309242,2021-06-24
별장펜션,민박,내국인+외국인,,경기도 양평군 서종면 황순원로 495-15,경기도 양평군 서종면 수능리 258-6번지,,2,,,,,,37.5770941288,127.3909162865,2021-06-24
소풍펜션,민박,내국인+외국인,,경기도 양평군 서종면 화서로 635-18,경기도 양평군 서종면 노문리 399-15번지,,3,,,,,,37.6417432084,127.4328744710,2021-06-24
보헤미안펜션,민박,내국인+외국인,,경기도 양평군 서종면 서정로 114,경기도 양평군 서종면 서후리 44-3번지,,2,,,,,,37.5825477681,127.4264492037,2021-06-24
수빌리지펜션,민박,내국인+외국인,,경기도 양평군 서종면 내수입길162번길 44,경기도 양평군 서종면 수입리 546-3번지,,3,,,,,,37.6358816002,127.3829985727,2021-06-24
핀란드하우스양평,민박,내국인+외국인,,경기도 양평군 단월면 섬이길 18-9,경기도 양평군 단월면 석산리 708-1번지,,1,,,,,,37.6249679006,127.6057539777,2021-06-24
391 스테이,민박,내국인+외국인,,경기도 양평군 양서면 목왕로592번길 2,경기도 양평군 양서면 목왕리 391-4번지,,1,,,,,,37.5590528669,127.3765518175,2021-06-24
산과강,민박,내국인+외국인,,경기도 양평군 용문면 용문삼성로20번길 73-2,경기도 양평군 용문면 삼성리 568-1번지,,3,,,,,,37.4674036197,127.5651487192,2021-06-24
풀무산,민박,내국인+외국인,,경기도 양평군 청운면 삼백골길 19-10,경기도 양평군 청운면 도원리 643-3번지,,5,,,,,,37.5520064896,127.7914677089,2021-06-24
디엔디 펜션,민박,내국인+외국인,,경기도 양평군 단월면 단월로 410,경기도 양평군 단월면 부안리 387-5번지,,5,,,,,,37.5705124474,127.6713116258,2021-06-24
우노하우스,민박,내국인+외국인,,경기도 양평군 청운면 신론새터길 36,경기도 양평군 청운면 신론리 184번지,,1,,,,,,37.5592480099,127.7899900354,2021-06-24
스마일민박,민박,내국인+외국인,,경기도 양평군 단월면 석산로 1539-2,경기도 양평군 단월면 석산리 147-1번지,,5,,,,,,37.6462028537,127.6161334991,2021-06-24
코리아뮤직파크,민박,내국인+외국인,,경기도 양평군 양평읍 백안3리길 90-12,경기도 양평군 양평읍 백안리 30번지,,5,,,,,,37.5075928912,127.5251864044,2021-06-24
채움펜션,민박,내국인+외국인,,경기도 양평군 서종면 서정로 357-3,경기도 양평군 서종면 정배리 230번지,,1,,,,,,37.5969871398,127.4259705389,2021-06-24
앤펜션,민박,내국인+외국인,,경기도 양평군 서종면 서능로 16-4,경기도 양평군 서종면 수능리 232-4번지,,4,,,,,,37.5832411765,127.3907147747,2021-06-24
산골마당,민박,내국인+외국인,,경기도 양평군 서종면 내수입길 161,경기도 양평군 서종면 수입리 546-5번지,,3,,,,,,37.6366613267,127.3877010308,2021-06-24
오르다온펜션,민박,내국인+외국인,,경기도 양평군 서종면 송골길 239-22,경기도 양평군 서종면 서후리 529-38번지,,4,,,,,,37.5601816674,127.4085815220,2021-06-24
한우리펜션,민박,내국인+외국인,,경기도 양평군 용문면 다문점말5길 24-14,경기도 양평군 용문면 다문리 463번지,,2,,,,,,37.4960059916,127.5769389557,2021-06-24
산골짜기 하얀집,민박,내국인+외국인,,경기도 양평군 단월면 단월리길 71-5,경기도 양평군 단월면 명성리 184-15번지,,2,,,,,,37.6188381667,127.6618926894,2021-06-24
양평 비발디 펜션,민박,내국인+외국인,,경기도 양평군 단월면 단월리길 71-9,경기도 양평군 단월면 명성리 184-17번지,,2,,,,,,37.6183963833,127.6619823827,2021-06-24
가원민박,민박,내국인+외국인,,경기도 양평군 단월면 명성길 178,경기도 양평군 단월면 명성리 613-1번지,,2,,,,,,37.6225719694,127.6310550079,2021-06-24
세레나데,민박,내국인+외국인,,경기도 양평군 서종면 도장계곡길 51,경기도 양평군 서종면 도장리 94-3번지,,2,,,,,,37.6025086402,127.3969062102,2021-06-24
소나무펜션,민박,내국인+외국인,,경기도 양평군 청운면 활골길 9,경기도 양평군 청운면 용두리 257번지,,3,,,,,,37.5501297468,127.7218587047,2021-06-24
마노아,민박,내국인+외국인,,경기도 양평군 서종면 중미산로 884-13,경기도 양평군 서종면 정배리 22번지,,1,,,,,,37.5962510396,127.4309329505,2021-06-24
아들바위산장,민박,내국인+외국인,,경기도 양평군 청운면 신론새터길 101,경기도 양평군 청운면 신론리 176-4번지,,5,,,,,,37.5628054772,127.7947934275,2021-06-24
휴 펜션,민박,내국인+외국인,,경기도 양평군 용문면 용문삼성로20번길 73-38,경기도 양평군 용문면 삼성리 544번지,,2,,,,,,37.4655725290,127.5674766392,2021-06-24
올가랜드펜션,민박,내국인+외국인,,경기도 양평군 청운면 활골길23번길 40-3,경기도 양평군 청운면 용두리 347-20번지,,2,,,,,,37.5490012118,127.7275610767,2021-06-24
갈기산펜션,민박,내국인+외국인,,경기도 양평군 청운면 신론새터길 21,경기도 양평군 청운면 신론리 189-4번지,,1,,,,,,37.5590274405,127.7880417331,2021-06-24
프라미스,민박,내국인+외국인,,경기도 양평군 옥천면 중미산로 1178-10,경기도 양평군 옥천면 신복리 78-2번지,,4,,,,,,37.5856362315,127.4563592766,2021-06-24
빵개울민박,민박,내국인+외국인,,경기도 양평군 단월면 고북길 219,경기도 양평군 단월면 산음리 864번지,,2,,,,,,37.5929849631,127.5874600281,2021-06-24
첼로,민박,내국인+외국인,,경기도 양평군 용문면 갈지길36번길 42,경기도 양평군 용문면 금곡리 290번지,,4,,,,,,37.5003385618,127.6140970481,2021-06-24
들꽃이야기,민박,내국인+외국인,,경기도 양평군 용문면 화전로 330,경기도 양평군 용문면 화전리 974-3번지,,4,,,,,,37.4625009436,127.6022228462,2021-06-24
시냇물졸졸,민박,내국인+외국인,,경기도 양평군 용문면 용문산로192번길 10-10,경기도 양평군 용문면 덕촌리 91-3번지,,1,,,,,,37.5146621741,127.6033010460,2021-06-24
로뎀동산 펜션,민박,내국인+외국인,,경기도 양평군 서종면 노문길 170,경기도 양평군 서종면 노문리 633번지,031-774-0738,4,,,,,,37.6272707121,127.4232093217,2021-06-24
레알민박,민박,내국인+외국인,,경기도 양평군 용문면 그릇고갯길 95,경기도 양평군 용문면 마룡리 155-6번지,,1,,,,,,37.4866513894,127.6092349202,2021-06-24
소리산산촌민박,민박,내국인+외국인,,경기도 양평군 단월면 석산로 1402,경기도 양평군 단월면 석산리 213번지,,1,,,,,,37.6409412922,127.6040197191,2021-06-24
펜션A풀하우스,민박,내국인+외국인,,경기도 양평군 서종면 황순원로 532-12,경기도 양평군 서종면 수능리 261-1번지,,1,,,,,,37.5745339496,127.3905576291,2021-06-24
보석상자,민박,내국인+외국인,,경기도 양평군 서종면 소유곡길 5-9,경기도 양평군 서종면 명달리 59-25번지,,6,,,,,,37.6200467959,127.4488602802,2021-06-24
YOU CALL IT LOVE,민박,내국인+외국인,,경기도 양평군 청운면 도원길 119,경기도 양평군 청운면 도원리 599-5번지,,1,,,,,,37.5517842730,127.7974444750,2021-06-24
도로시밸리,민박,내국인+외국인,,경기도 양평군 단월면 명성길 304,경기도 양평군 단월면 명성리 673번지,,4,,,,,,37.6123485220,127.6329859072,2021-06-24
들꽃마을,민박,내국인+외국인,,경기도 양평군 용문면 삼성흑천5길 49-7,경기도 양평군 용문면 삼성리 204-1번지,,1,,,,,,37.4829232055,127.5827619676,2021-06-24
슬로우 인,민박,내국인+외국인,,경기도 양평군 단월면 섬이길 329-11,경기도 양평군 단월면 석산리 411번지,,1,,,,,,37.6272599279,127.5794652573,2021-06-24
어비동천,민박,내국인+외국인,,경기도 양평군 옥천면 용천로 1082-16,경기도 양평군 옥천면 용천리 20번지,031-774-0535,1,,,,,,37.5811476113,127.5433097182,2021-06-24
숲속의 빈터,민박,내국인+외국인,,경기도 양평군 서종면 꽃대울2길 63-8,경기도 양평군 서종면 문호리 528-10번지,,2,,,,,,37.6231035661,127.3608983232,2021-06-24
월리터,민박,내국인+외국인,,경기도 양평군 양동면 양동로 1311-12,경기도 양평군 양동면 금왕리 991-16번지,,1,,,,,,37.4562173778,127.7399094177,2021-06-24
YOM,민박,내국인+외국인,,경기도 양평군 용문면 귀골길 78-23,경기도 양평군 용문면 연수리 683번지,,1,,,,,,37.5173076253,127.5568407984,2021-06-24
피노키5,민박,내국인+외국인,,경기도 양평군 용문면 동촌길 56,경기도 양평군 용문면 화전리 604-2번지,,2,,,,,,37.4619962488,127.6120825205,2021-06-24
베이비하우스 제이,민박,내국인+외국인,,경기도 양평군 강상면 강남로 714-14,경기도 양평군 강상면 병산리 1035-1번지,,2,,,,,,37.4948513018,127.4566157858,2021-06-24
공간,민박,내국인+외국인,,경기도 양평군 강상면 강남로 714-14,경기도 양평군 강상면 병산리 1035-1번지,,2,,,,,,37.4948513018,127.4566157858,2021-06-24
도반,민박,내국인+외국인,,경기도 양평군 강상면 백병길 117,경기도 양평군 강상면 병산리 881-2번지,,3,,,,,,37.4858158411,127.4473796405,2021-06-24
별하나나하나,민박,내국인+외국인,,경기도 양평군 서종면 서차남3길 42,경기도 양평군 서종면 서후리 280-2번지,,1,,,,,,37.5659301138,127.4178370777,2021-06-24
양평소나무펜션,민박,내국인+외국인,,경기도 양평군 청운면 활골길 15,경기도 양평군 청운면 용두리 291-2번지,,2,,,,,,37.5499489655,127.7221298731,2021-06-24
코지(Coze),민박,내국인+외국인,,경기도 양평군 용문면 상망길 107,경기도 양평군 용문면 망능리 80번지,,3,,,,,,37.53796901,127.6392668,2021-06-24
이볼(Evol)하우스,민박,내국인+외국인,,경기도 양평군 서종면 중미산로 884-11,경기도 양평군 서종면 정배리 203번지,,1,,,,,,37.5965302258,127.4305362095,2021-06-24
루시올,민박,내국인+외국인,,경기도 양평군 서종면 화서로 854-50,경기도 양평군 서종면 명달리 205-12번지,,1,,,,,,37.6320402112,127.4413039697,2021-06-24
